Time,OLR,VFA,Alk,VFA/Alk,Biogas Production,Biogas Yield,VSRem
1,0.629,643,16200,0.04,16,0.73,70.0
5,0.5710000000000001,643,16200,0.04,15,0.75,70.0
7,0.6,766,17200,0.045,16,0.76,57.1
12,0.6,842,17800,0.047,16,0.76,57.3
14,0.5710000000000001,948,17800,0.053,16,0.8,49.6
19,0.457,857,17200,0.05,16,1.0,44.0
21,0.514,795,17800,0.045,16,0.89,56.4
26,0.5710000000000001,503,17500,0.028999999999999998,16,0.8,49.6
33,0.5710000000000001,1244,17200,0.07200000000000001,16,0.8,52.4
35,0.5429999999999999,1534,17400,0.08800000000000001,15,0.79,49.9
40,0.457,1604,19200,0.084,17,1.06,54.5
42,0.5429999999999999,1479,19300,0.077,16,0.84,61.7
47,0.457,954,20100,0.047,16,1.0,47.5
49,0.429,847,19400,0.044000000000000004,16,1.07,44.0
55,0.629,1032,20600,0.05,16,0.73,56.7
56,0.6,1108,20700,0.054000000000000006,15,0.71,62.7
61,0.629,909,20700,0.044000000000000004,16,0.73,61.8
63,0.677,574,21700,0.026000000000000002,19,0.82,59.8
68,0.677,786,20800,0.038,21,0.89,53.9
70,0.583,707,21200,0.033,28,1.37,55.0
77,0.6709999999999999,714,22200,0.032,20,0.83,50.9
82,0.5770000000000001,891,23000,0.039,16,0.81,58.1
89,0.763,1002,23200,0.043,25,0.93,51.3
91,0.68,1167,22800,0.051,25,1.04,54.4
96,0.591,1174,23900,0.049,24,1.18,59.4
98,0.5,1152,23200,0.05,21,1.19,47.8
103,0.7509999999999999,811,23700,0.034,20,0.78,62.5
105,0.41700000000000004,706,23600,0.03,21,1.43,44.8
110,0.9309999999999999,513,23300,0.022000000000000002,19,0.6,65.3
112,0.42,516,23000,0.022000000000000002,17,1.17,45.9
117,0.7659999999999999,500,23100,0.022000000000000002,18,0.67,57.6
119,0.606,460,22700,0.02,18,0.84,46.6
124,0.537,479,21900,0.022000000000000002,17,0.91,41.3
126,0.47100000000000003,507,21600,0.023,17,1.04,42.0
131,0.5489999999999999,503,21500,0.023,20,1.05,60.3
133,0.451,497,21400,0.023,20,1.28,41.5
138,0.446,610,24200,0.025,21,1.32,50.1
140,0.387,688,23600,0.028999999999999998,18,1.31,47.6
145,0.474,714,21700,0.033,20,1.2,51.1
147,0.469,558,19600,0.027999999999999997,21,1.26,50.8
152,0.466,679,21400,0.032,19,1.17,44.3
154,0.44,560,21100,0.027000000000000003,17,1.13,63.6
161,0.27699999999999997,630,20200,0.031,19,1.92,33.0
166,0.3,128,3300,0.039,17,1.62,34.4
168,0.271,151,5700,0.026000000000000002,17,1.82,52.8
174,0.331,450,18800,0.024,17,1.45,45.4
175,0.38299999999999995,385,19600,0.02,15,1.12,58.6
180,0.491,154,5500,0.027999999999999997,17,0.96,49.9
182,0.469,151,6400,0.024,16,0.99,46.4
187,0.546,459,18900,0.024,17,0.9,56.3
189,0.537,433,18600,0.023,16,0.86,59.8
194,0.7659999999999999,597,20400,0.028999999999999998,21,0.78,65.3
196,0.43700000000000006,610,20500,0.03,17,1.11,58.6
203,0.569,676,20200,0.033,23,1.16,60.6
209,0.574,676,20200,0.033,20,0.99,57.4
210,0.754,676,20200,0.033,24,0.9,59.5
215,0.654,676,20200,0.033,22,0.97,62.3
217,0.531,676,20200,0.033,22,1.18,52.4
222,0.469,676,20200,0.033,18,1.1,45.0
224,0.5489999999999999,676,20200,0.033,21,1.1,60.9
228,0.677,210,7300,0.028999999999999998,23,0.99,59.8
229,0.5489999999999999,219,6400,0.034,24,1.23,55.4
231,0.5660000000000001,180,6100,0.03,22,1.13,58.7
235,0.271,167,7000,0.024,26,2.77,20.4
236,0.45399999999999996,211,5500,0.038,23,1.44,53.2
242,0.726,276,8000,0.034,30,1.19,66.3
243,0.934,304,6600,0.046,30,0.93,76.9
245,0.9059999999999999,614,11500,0.053,30,0.94,69.4
249,0.986,666,11500,0.057999999999999996,36,1.03,73.9
250,0.7290000000000001,594,11500,0.052000000000000005,31,1.22,62.2
252,0.7,613,11500,0.053,30,1.21,79.0
256,0.96,459,11500,0.04,34,1.02,74.3
258,1.0090000000000001,1100,11500,0.096,38,1.07,68.4
259,0.917,953,11500,0.083,37,1.14,72.8
263,0.934,879,11500,0.076,41,1.25,66.4
264,0.8,796,11500,0.069,41,1.46,61.2
266,0.84,1012,11500,0.08800000000000001,38,1.31,67.4
270,0.94,1033,11500,0.09,37,1.13,70.6
271,0.8109999999999999,796,11500,0.069,38,1.34,62.5
273,0.7909999999999999,994,11500,0.086,38,1.38,62.8
278,0.794,1236,24500,0.05,36,1.29,63.5
280,0.823,1382,24900,0.055999999999999994,32,1.1,66.2
284,0.983,1964,24000,0.08199999999999999,25,0.72,71.8
285,0.743,2464,24600,0.1,25,0.96,62.3
287,0.7290000000000001,1982,22200,0.08900000000000001,28,1.08,55.4
291,0.8690000000000001,2140,21400,0.1,26,0.87,68.3
293,0.809,1755,20500,0.086,26,0.94,67.5
294,0.789,1785,22600,0.079,27,0.97,64.3
298,0.966,2135,20600,0.10400000000000001,25,0.73,64.2
299,0.871,1691,19300,0.08800000000000001,25,0.81,62.5
300,1.094,1852,21100,0.08800000000000001,27,0.72,65.2
306,0.914,2705,21100,0.128,28,0.86,58.9
308,0.946,2440,17500,0.139,29,0.88,60.6
312,1.08,1885,18900,0.1,35,0.92,65.8
320,0.8340000000000001,1715,18000,0.095,33,1.13,60.3
322,0.7340000000000001,1661,18500,0.09,30,1.17,44.9
326,0.983,1492,17900,0.083,31,0.91,63.0
327,1.031,1304,18200,0.07200000000000001,30,0.84,55.9
329,1.1059999999999999,1606,17400,0.092,31,0.8,60.2
336,0.7709999999999999,1526,18000,0.085,29,1.09,45.2
340,1.003,1480,20400,0.073,28,0.8,70.6
343,0.9740000000000001,1635,20100,0.081,33,0.97,57.0
347,0.9259999999999999,1514,20200,0.075,35,1.07,53.7
348,0.8340000000000001,1585,20200,0.078,32,1.09,60.9
354,1.046,1253,19000,0.066,33,0.91,62.7
355,1.023,1374,19100,0.07200000000000001,33,0.92,68.2
356,0.997,1330,18600,0.071,31,0.89,59.0
357,0.986,1543,18500,0.083,33,0.96,59.9
358,0.9259999999999999,1698,18800,0.09,32,0.98,56.8
359,0.8909999999999999,1501,18900,0.079,34,1.08,58.1
360,0.8859999999999999,1453,19200,0.076,33,1.08,56.8
361,0.8909999999999999,1494,18400,0.081,34,1.08,65.4
362,0.831,1594,19400,0.08199999999999999,31,1.08,64.4
363,0.763,1493,18600,0.08,32,1.21,64.3
364,0.703,1601,18600,0.086,30,1.21,60.6
365,0.669,1534,19100,0.08,30,1.27,58.8
366,0.731,1534,19400,0.079,29,1.15,66.4
367,0.851,1613,19200,0.084,29,0.97,64.8
368,0.897,1513,18900,0.08,29,0.91,65.8
369,0.877,1566,18400,0.085,30,0.96,63.0
370,0.777,1514,19100,0.079,30,1.11,60.1
371,0.731,1603,18300,0.08800000000000001,31,1.2,66.1
372,0.809,1713,20500,0.084,30,1.05,69.1
373,0.794,1801,20100,0.09,28,1.01,61.9
374,0.7859999999999999,1682,19600,0.086,30,1.11,61.2
375,0.8290000000000001,1689,19900,0.085,28,0.96,62.1
376,0.98,1795,20100,0.08900000000000001,31,0.91,64.3
377,0.971,1699,20700,0.08199999999999999,32,0.93,63.9
378,0.9059999999999999,1803,20400,0.08800000000000001,34,1.06,63.6
379,1.194,1710,19600,0.087,36,0.85,65.4
382,1.146,1901,19900,0.096,39,0.97,66.9
383,0.934,1900,20000,0.095,39,1.19,62.7
384,0.9109999999999999,1879,20500,0.092,38,1.18,62.3
385,1.129,2045,20700,0.099,39,0.98,65.7
386,1.254,2069,21100,0.098,40,0.91,65.3
387,1.3090000000000002,2233,20800,0.107,43,0.94,66.2
388,1.2570000000000001,2145,20800,0.10300000000000001,44,1.01,66.0
389,1.314,2510,19500,0.129,45,0.98,65.7
390,1.3090000000000002,2431,19300,0.126,48,1.05,64.6
391,1.1909999999999998,2807,20600,0.136,54,1.29,65.4
392,1.0290000000000001,2758,20300,0.136,40,1.11,62.7
393,0.98,2692,20200,0.133,56,1.64,63.6
394,0.8909999999999999,2577,20000,0.129,45,1.43,62.2
395,0.877,2492,20700,0.12,42,1.36,62.4
396,0.7490000000000001,2354,20800,0.113,37,1.41,60.9
397,0.9109999999999999,2434,22700,0.107,35,1.11,64.6
398,0.8140000000000001,2141,22700,0.094,32,1.13,63.8
399,0.851,1997,21000,0.095,32,1.08,63.4
400,0.963,1858,20100,0.092,33,0.99,67.8
401,0.857,1891,20000,0.095,32,1.08,58.9
402,0.8909999999999999,1613,21000,0.077,31,0.98,58.7
403,0.9490000000000001,1736,19400,0.08900000000000001,29,0.88,63.2
404,1.011,1878,18700,0.1,31,0.88,62.2
405,1.06,1926,20700,0.09300000000000001,31,0.85,61.2
406,1.031,2076,20600,0.10099999999999999,34,0.95,60.7
407,1.0859999999999999,2068,19400,0.107,32,0.84,64.1
408,1.12,1900,18200,0.10400000000000001,34,0.86,63.6
409,1.097,2137,19600,0.109,32,0.83,64.7
410,1.217,2233,19400,0.115,37,0.88,60.6
411,1.389,2552,19500,0.131,39,0.8,71.8
412,1.24,2427,19200,0.126,37,0.86,65.5
413,1.234,2580,20400,0.126,40,0.93,68.4
415,1.3969999999999998,2528,22300,0.113,45,0.92,66.9
416,1.42,2760,22200,0.124,47,0.95,65.7
417,1.614,2983,22500,0.133,51,0.9,71.6
418,1.749,2967,23200,0.128,56,0.91,74.0
419,1.651,2854,22900,0.125,66,1.13,71.2
420,1.666,2912,22400,0.13,61,1.05,79.3
421,2.14,3497,23700,0.14800000000000002,64,0.85,77.0
422,1.771,2951,21700,0.136,65,1.04,75.5
423,1.829,3029,22000,0.138,64,1.0,78.5
424,1.743,3332,23800,0.14,62,1.02,78.0
425,1.766,2560,23200,0.11,61,0.99,75.7
426,1.78,2511,22500,0.11199999999999999,63,1.01,75.0
432,1.986,2534,21100,0.12,67,0.96,75.9
433,2.009,2604,21500,0.121,76,1.08,75.7
434,1.966,2576,21500,0.12,73,1.06,76.3
435,1.931,2412,21900,0.11,69,1.02,77.0
436,1.811,2733,22600,0.121,72,1.13,78.1
437,1.963,3077,22300,0.138,85,1.23,79.0
438,2.149,2956,25600,0.115,110,1.47,76.6
439,2.043,2901,23200,0.125,115,1.6,75.9
440,1.994,2716,23300,0.11699999999999999,118,1.69,76.5
441,2.017,3080,22200,0.139,112,1.59,75.8
442,2.1830000000000003,2617,23300,0.11199999999999999,109,1.43,76.2
443,2.123,2641,23600,0.11199999999999999,107,1.43,76.3
444,1.9,2521,22100,0.114,105,1.58,74.6
445,1.874,2352,24900,0.094,101,1.54,75.9
446,1.886,2352,24900,0.094,100,1.52,75.5
447,1.811,2352,24900,0.094,96,1.52,75.7
448,1.8430000000000002,3193,25100,0.127,98,1.52,75.4
449,1.9369999999999998,2987,25100,0.11900000000000001,90,1.33,76.4
450,1.78,3162,26300,0.12,90,1.44,75.5
451,1.963,3363,29800,0.113,87,1.27,76.8
452,2.169,2887,28000,0.10300000000000001,82,1.08,77.8
453,2.097,3365,28200,0.11900000000000001,89,1.22,77.5
454,2.137,3363,27800,0.121,78,1.04,77.4
455,1.963,3249,29300,0.111,82,1.19,77.8
456,2.066,3249,29300,0.111,74,1.03,78.0
457,2.029,3439,29000,0.11900000000000001,89,1.25,78.2
458,1.9709999999999999,3667,30700,0.11900000000000001,78,1.12,78.2
459,2.106,4004,30100,0.133,83,1.12,76.4
460,2.069,3918,27000,0.145,83,1.15,76.2
461,2.029,3867,27000,0.14300000000000002,79,1.11,77.9
462,1.989,4018,32500,0.124,76,1.09,77.7
463,1.963,4108,32500,0.126,74,1.08,78.1
464,1.926,4118,34200,0.12,71,1.06,78.3
465,1.749,4095,34900,0.11699999999999999,63,1.02,77.3
466,1.829,4013,35400,0.113,63,0.99,77.7
467,1.9369999999999998,3918,35400,0.111,70,1.04,80.3
468,2.069,4219,35400,0.11900000000000001,65,0.89,77.6
469,1.771,3139,33400,0.094,65,1.05,76.7
470,1.8430000000000002,3139,34700,0.09,66,1.02,77.2
471,1.834,3479,35300,0.099,64,1.0,76.9
472,1.78,3480,34800,0.1,60,0.96,76.8
473,1.994,3157,36400,0.087,54,0.77,78.4
474,2.057,3708,33200,0.11199999999999999,63,0.87,78.0
475,1.989,3562,36800,0.09699999999999999,58,0.84,77.2
476,2.0,3613,33000,0.109,58,0.83,76.8
477,1.963,3613,33000,0.109,61,0.88,77.2
478,1.983,4010,33900,0.11800000000000001,65,0.94,76.3
479,1.963,3605,34600,0.10400000000000001,63,0.92,76.4
480,2.074,2813,35300,0.08,63,0.86,76.9
481,2.129,3289,34200,0.096,65,0.87,76.8
482,2.246,3609,34000,0.106,80,1.01,77.2
483,2.097,3609,34000,0.106,70,0.95,77.0
484,2.06,4315,33100,0.13,72,1.0,76.8
485,1.9340000000000002,4326,33000,0.131,87,1.29,76.0
486,1.683,4094,33700,0.121,55,0.94,77.2
487,1.42,4047,33900,0.11900000000000001,52,1.04,76.5
488,1.4569999999999999,4173,33300,0.125,42,0.83,75.6
489,1.6569999999999998,3947,33300,0.11900000000000001,43,0.75,76.9
490,1.72,4146,33300,0.125,41,0.69,77.6
491,1.429,3846,33300,0.11599999999999999,23,0.46,77.7
492,1.391,4047,33300,0.122,24,0.49,78.4
493,1.426,3907,33300,0.11699999999999999,22,0.44,78.1
494,1.36,3800,33300,0.114,22,0.45,76.3
495,1.24,4109,33300,0.12300000000000001,24,0.54,77.2
496,1.194,4047,33300,0.122,25,0.59,76.7
497,1.237,3949,33300,0.11900000000000001,33,0.76,76.5
498,1.329,3988,33300,0.12,36,0.77,77.0
499,1.371,4117,33300,0.124,37,0.77,76.8
500,1.251,4098,33300,0.12300000000000001,39,0.89,77.1
501,1.26,4047,33300,0.122,41,0.94,78.0
502,1.203,4107,33300,0.12300000000000001,45,1.07,78.1
503,1.166,3914,28200,0.139,43,1.05,78.1
504,1.209,3890,29200,0.133,39,0.93,78.2
505,1.24,4091,29200,0.14,40,0.93,78.6
506,1.206,3990,29200,0.13699999999999998,40,0.96,77.1
507,1.171,3904,29400,0.133,43,1.06,76.9
508,1.146,4072,29200,0.139,42,1.04,76.6
509,1.286,3762,28800,0.131,46,1.02,76.6
510,1.2770000000000001,3845,29600,0.13,44,1.0,77.3
511,1.126,3811,29700,0.128,41,1.05,75.9
512,1.137,3991,27500,0.145,38,0.96,78.3
513,1.157,3830,28200,0.136,42,1.03,78.3
514,1.286,3785,27800,0.136,44,0.98,78.1
515,1.463,3385,27800,0.122,45,0.88,77.3
516,1.551,3485,27800,0.125,44,0.8,78.0
517,1.594,3685,27800,0.133,46,0.83,77.5
518,1.4569999999999999,4085,27800,0.147,48,0.94,76.3
519,1.526,3870,26000,0.149,47,0.89,76.5
520,1.489,3766,29600,0.127,46,0.89,77.5
521,1.4569999999999999,3872,29900,0.129,45,0.88,77.1
522,1.469,4056,28100,0.14400000000000002,49,0.95,77.9
523,1.526,2814,28300,0.099,46,0.87,77.4
524,1.709,2892,27800,0.10400000000000001,49,0.83,76.5
525,1.709,3923,27400,0.14300000000000002,49,0.82,77.8
526,1.651,3967,28900,0.13699999999999998,45,0.78,78.0
527,1.057,3734,28200,0.132,27,0.74,79.0
528,1.137,4137,27200,0.152,27,0.69,78.6
529,1.177,3559,28500,0.125,27,0.66,78.9
530,1.24,3880,28200,0.138,32,0.73,78.2
531,1.743,3997,28100,0.142,42,0.69,77.8
532,1.926,4237,27300,0.155,51,0.75,77.2
533,1.963,3825,27200,0.141,72,1.05,77.3
534,2.0909999999999997,4542,25100,0.18100000000000002,105,1.43,76.2
535,2.057,4555,27400,0.166,90,1.25,76.6
536,2.026,4555,27400,0.166,91,1.28,77.2
537,2.097,4015,24700,0.163,99,1.35,76.7
538,2.217,4176,26200,0.159,89,1.15,77.5
539,2.266,4598,25200,0.182,92,1.15,77.1
540,2.123,4446,27600,0.161,91,1.23,76.7
541,2.1630000000000003,4446,27600,0.161,90,1.19,76.9
542,2.149,4446,27600,0.161,90,1.19,77.6
543,2.2230000000000003,4578,27800,0.165,93,1.19,77.1
544,2.28,4391,30500,0.14400000000000002,90,1.13,77.2
545,2.351,4391,30500,0.14400000000000002,89,1.08,77.3
546,2.286,3762,28200,0.133,91,1.14,77.2
547,2.354,3547,28200,0.126,95,1.16,77.1
548,2.286,4359,28400,0.153,100,1.25,76.6
549,2.217,3961,27900,0.142,87,1.12,76.2
550,2.154,4153,28200,0.147,89,1.18,76.0
551,2.1,4658,27400,0.17,83,1.13,76.2
552,2.343,3566,28200,0.126,78,0.95,77.1
553,2.371,3837,29900,0.128,88,1.06,76.9
554,2.3169999999999997,3657,29700,0.12300000000000001,77,0.94,76.7
555,2.3569999999999998,2819,30900,0.091,73,0.88,76.6
556,2.44,3092,30200,0.102,79,0.93,77.2
557,2.5860000000000003,3248,31900,0.102,88,0.98,77.6
